"Marine Scotland Site ID","Date Registered","Site Name","National Grid Reference","Local Authority","Producing in Last 3 Years","Site Address 1","Site Address 2","Site Address 3","Site Post Code","Site Contact Number","Aquaculture Type","Water Type","Health Surveillance","Easting","Northing","MS Management Area","Region","Operator","Species"
"FS0421","20-Nov-1996","Stromness  South","HU382441","Shetland","No","N/A","","","","","Fish","Seawater","","438200","1144100","","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS0801","01-Jan-1988","Stromness North","HU383450","Shetland","No","N/A","","","","","Fish","Seawater","","438300","1145000","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"SS0761","04-May-2006","Stronchreggan","NN078726","Highland","No","N/A","","","","","Shellfish","Seawater","Low","207800","772600","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Fass Fern Mussels","Common mussel, N/A"
"FS1019","20-Mar-2001","Strondoir Bay","NR856795","Argyll and Bute","Yes","Stronachullin","Tarbert Road","ArdrIshaig, Argyll","PA30 8ET","","Fish","Seawater","Medium","185600","679500","19a - Fyne","Strathclyde","Bakkafrost Scotland","Wrasse, Atlantic Salmon, Lumpsucker, N/A"
"FS1056","10-Mar-2003","Strone","NS080724","Argyll and Bute","Yes","Toward","Argyll","Argyll","PA23 7UJ","","Fish","Seawater","Medium","208000","672400","19b - Kyles of Bute","Strathclyde","Bakkafrost Scotland","N/A, Wrasse, Lumpsucker, Atlantic Salmon"
"FS1216","16-Dec-2010","Strontian Hatchery","NM802613","Highland","No","7 Ardnastaing","Strontian Acharacle","Argyll","PH36 4HY","","Fish","Freshwater","Low","180200","761300","Not in a management area","Highland","Sunart Community Company","N/A, Atlantic Salmon"
"FS1259","10-Feb-2012","Stulaigh","NF825241","Western Isles","Yes","Lochboisdale","South Uist","Western Isles","HS8 5TH","","Fish","Seawater","Medium","82500","824100","7b - South Uist","Western Isles","Mowi Scotland Ltd","Lumpsucker, Wrasse, Atlantic Salmon, N/A"
"FS0205","09-Oct-1994","Sunart","NM785602","Highland","No","N/A","","","","","Fish","Seawater","","178500","760200","","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS1358","15-May-2023","Sundial Cottage","NO134319","Perth and Kinross","New","Sundial Cottage","School Road","Guildtown","PH2 6BX","07510 810514","Fish","Freshwater","Low","313400","731900","Not in a management area","Tayside","Chubby Eel","European Eel, N/A"
"SS0500","30-Apr-1993","Suthra Voe","HU294604","Shetland","Yes","Vementry","Aith, Bixter","","ZE2 9ND","","Shellfish","Seawater","Medium","429400","1160400","4a - South St Magnus Bay","Shetland","Suthra Voe Shellfish","N/A, Common mussel"
"SS0587","18-Feb-2000","Suthravoe","HU293601","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","429300","1160100","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"SS0946","03-Feb-2021","Swarta Skerry","HP648082","Shetland","No","Maundeville","Uyeasound, Unst","","ZE2 9DL","","Shellfish","Seawater","Low","464800","1208200","1a - E Unst","Shetland","Unst Shellfish","Common mussel, N/A"
"FS1335","15-Nov-2019","Swarta Skerry, Dury Voe","HU473623","Shetland","Yes","Swarta Skerry","Dury Voe, Laxo","","ZE2 9QD","","Fish","Seawater","Medium","447300","1162300","2a - Vidlin Voe, Dury Voe, W Whalsay","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A, Wrasse, Lumpsucker"
"FS0702","27-Jun-1997","Swining Voe 1","HU462680","Shetland","No","N/A","","","","","Fish","Seawater","","446200","1168000","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0377","09-Nov-1987","Swining Voe 2","HU462689","Shetland","No","N/A","","","","","Fish","Seawater","High","446200","1168900","","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS0903","17-Jul-1997","Swining Voe 3","HU463698","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Medium","446300","1169800","2c - NE Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A"
"SS0924","11-Mar-2019","Swinister Voe","HU454727","Shetland","No","Scatsta Farm","Brae","","ZE2 9QP","","Shellfish","Seawater","Low","445400","1172700","2c - NE Shetland mainland","Shetland","Hunter Salmon (Shellfish)","Common mussel, N/A"
"FS1297","11-May-2015","Tabhaigh","NB416231","Western Isles","Yes","Keose Pier","Keose","","HS2 9JT","","Fish","Seawater","Medium","141600","923100","5a - E Lewis","Western Isles","Mowi Scotland Ltd","N/A, Wrasse, Lumpsucker, Atlantic Salmon"
"FS1025","11-Oct-2001","Taing of Kelswick","HU507695","Shetland","No","N/A","","","","","Fish","Seawater","","450700","1169500","","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS0501","14-Apr-1989","Taing of Railsbrough Catfirth","HU453515","Shetland","Yes","Wadbister","Girlsta","","ZE2 9SQ","","Fish","Seawater","Medium","445300","1151500","2b - SE Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A, Lumpsucker"
"FS0549","14-Oct-1990","Tanera","NB995075","Highland","Yes","Summer Isles","By Ullapool","Wester Ross","IV26 2YN","","Fish","Seawater","Medium","199500","907500","10b - Loch Broom","Highland","Scottish Sea Farms Ltd","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"FS0752","07-Oct-1992","Taranaish","NB181371","Western Isles","Yes","Breasclete Pier","Breasclete","","HS2 9ED","","Fish","Seawater","Medium","118100","937100","6a - Loch Roag","Western Isles","Bakkafrost Scotland","Atlantic Salmon, Wrasse, N/A, Lumpsucker"
"FS0767","01-Feb-1992","Tarbert South","NR903653","Argyll and Bute","Yes","Stronachullin","Tarbert Road","ArdrIshaig, Argyll","PA30 8ET","","Fish","Seawater","Medium","190300","665300","19a - Fyne","Strathclyde","Bakkafrost Scotland","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"FS0763","01-Feb-1992","Tarner Island","NG301392","Highland","No","N/A","","","","","Fish","Seawater","Medium","130100","839200","","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS1093","18-Apr-2006","Teisti Geo","HU385294","Shetland","Yes","North House","Taing Burra Isle","Shetland","-","","Fish","Seawater","Medium","438500","1129400","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS1289","09-Sep-2014","Temperate Facilities","NS803969","Stirling","No","Institute of Aquaculture","University of Stirling","","FK9 4LA","","Fish","Freshwater and Seawater","Medium","280300","696900","Not in a management area","Central","University of Stirling","Rainbow Trout, Atlantic Salmon, N/A, Tilapia, Wrasse"
"FS0372","14-Feb-1992","Templeton Hatchery","NT109974","Perth and Kinross","No","N/A","","","","","Fish","Freshwater","High","310900","697400","Not in a management area","Tayside","Dawnfresh Farming Ltd","Rainbow Trout, N/A"
"FS0538","28-Jul-1988","Terregles","NX930773","Dumfries and Galloway","No","N/A","","","","","Fish","Freshwater","High","293000","577300","Not in a management area","Dumfries & Galloway","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS1005","06-Nov-2000","Terregles 2","NX929773","Dumfries and Galloway","No","N/A","","","","","Fish","Freshwater","","292900","577300","Not in a management area","Dumfries & Galloway","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0268","01-Jan-1978","Tervine","NN080264","Argyll and Bute","Yes","Tervine, Kilchrenan","Argyll","Argyll","PA35 1HE","","Fish","Freshwater","Low","208000","726400","Not in a management area","Strathclyde","Dawnfresh Farming Ltd","Rainbow Trout, N/A"
"SS0909","26-Jun-2017","The Boom","NG844911","Highland","No","Old Naval Base Mellon Charles","Aultbea","Highland","IV22 2JL","","Shellfish","Seawater","High","184400","891100","10c - Ewe","Highland","The Oyster Restoration Company Ltd","King scallop, N/A, Flat or native oyster"
"SS0618","23-Jan-2001","The Firth (Tresta North)","HU343514","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","434300","1151400","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","Common mussel, N/A"
"SS0619","23-Jan-2001","The Firth (Tresta South)","HU342508","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","434200","1150800","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","Common mussel, N/A"
"SS0724","13-Oct-2004","The Ham, Papa Little","HU335616","Shetland","Yes","Papa Little","Shetland","","-","","Shellfish","Seawater","High","433500","1161600","4a - South St Magnus Bay","Shetland","Suthra Voe Shellfish","Common mussel, N/A"
"SS0820","03-Aug-2010","The Lobster Ponds","NG804750","Highland","No","Port Na Haile - The Lobster Ponds","Pier Road","","IV21 2BQ","","Shellfish","Seawater","Low","180400","875000","Not in a management area","Highland","Gairloch Shellfish Ltd","King scallop, N/A, European lobster"
"SS0377","28-May-1990","The Moll","NG546324","Highland","Yes","Old Mission House","Sconser","","IV48 8TD","","Shellfish","Seawater","Low","154600","832400","11b - Sound of Raasay, Ainort, Scalpay","Highland","Oakes Marine","N/A, King scallop"
"SS0769","24-Aug-2006","The Rona Aith","HU333595","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","433300","1159500","4a - South St Magnus Bay","Shetland","SI Seafarms Ltd","Common mussel, N/A"
"SS0056","25-Nov-1985","The Strand","NR357897","Argyll and Bute","Yes","Isle of Colonsay,","Argyll","","-","","Shellfish","Seawater","Low","135700","689700","Not in a management area","Strathclyde","Isle of Colonsay Oysters","Pacific Oyster, N/A"
"SS0632","05-Apr-2001","Tobermory Bay","NM514543","Argyll and Bute","Yes","Hillcrest","Breadalbane Street","Tobermory Mull Argyll","PA75 6PX","","Shellfish","Seawater","Low","151400","754300","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Tobermory Mussel Farm","Common mussel, N/A"
"FS1313","15-Jan-2018","Todd Fish Hatchery","NT159843","Fife","No","Unit 23 ","West Way ","Donibristle Industrial Estate","KY11 9AE","","Fish","Freshwater and Seawater","Low","315900","684300","Not in a management area","Fife","Todd Fish Tech","Buterfish/rock gunnel, Goby species, Shanny, Topknot, Goldfish, Lumpsucker, Yarrell's blenny, Japanese Medaka , White cloud mountain minnow , N/A, Short-spined sea scorpion, Eelpout, Rosy barbs , Snake pipefish, Greater pipefish, Whiting, Wrasse, Lesser spotted dogfish, Long-spined sea scorpion"
"SS0897","15-Mar-2016","Todd Shellfish Hatchery","NT159843","Fife","Yes","Unit 23 ","West Way ","Donibristle Industrial Estate","KY11 9AE","","Shellfish","Seawater","Low","315900","684300","Not in a management area","Fife","Todd Shellfish Tech","Crab species, European green crab, European lobster, European spiny lobster (crawfish), N/A, Sea anemone species, Common hermit crab, Green Sea Urchin, Pink Spiny lobster, European lancelet, Starfish species, Common prawn, Common shrimp, Edible sea urchin, Abalone (green ormer), Jellyfish species, Squat lobster species, King crab species, Dublin Bay prawn, Brittle stars"
"SS0845","08-Aug-2012","Tolsta","NB200365","Western Isles","No","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","120000","936500","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"FS0560","01-Aug-1975","Torhouse Mill","NX398554","Dumfries and Galloway","Yes","Torhouse Trout Farm","Wigtown","","DG8 9DJ","","Fish","Freshwater","Medium","239800","555400","Not in a management area","Dumfries & Galloway","Kames Fish Farming Ltd","Rainbow Trout, N/A"
"FS0234","01-Apr-1982","Torridon","NG823559","Highland","Yes","Torridon Fish Farm","Shieldaig","","IV54 8XN","","Fish","Seawater","High","182300","855900","11a - Torridon","Highland","Mowi Scotland Ltd","N/A, Lumpsucker, Atlantic Salmon, Wrasse"
"FS1024","20-Sep-2001","Toyness","HY354037","Orkney","Yes","Orkney Regional Office","Scapa","Orkney","KW15 1SD","","Fish","Seawater","Medium","335400","1003700","8c - Scapa Flow","Orkney","Scottish Sea Farms Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"SS0304","30-Jun-1987","Traigh Bhan","NR824651","Argyll and Bute","Yes","Woodend","Argyll","Argyll","PA41 7AD","","Shellfish","Seawater","Low","182400","665100","Not in a management area","Strathclyde","Labbett Family Farms Ltd","Pacific Oyster, N/A"
"SS0723","13-Oct-2004","Treawick","HU289592","Shetland","Yes","Vementry","Aith, Bixter","","ZE2 9ND","","Shellfish","Seawater","Medium","428900","1159200","4a - South St Magnus Bay","Shetland","Suthra Voe Shellfish","N/A, Common mussel"
"FS0796","08-Dec-1992","Trenay","NF893637","Western Isles","Yes","N/A","","","","","Fish","Seawater","Medium","89300","863700","5c - E North Uist","Western Isles","Bakkafrost Scotland","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"FS1118","15-Aug-2008","Trilleachan Mor","NB208073","Western Isles","Yes","The Old Ruin","Maaruig","","HS3 3AG","","Fish","Seawater","Medium","120800","907300","5b - SE Lewis, E Harris","Western Isles","Mowi Scotland Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0598","02-Apr-1990","Trossachs Trout  Ltd","NN607073","Stirling","Yes","Invertrossachs Road","","","FK17 8HG","","Fish","Freshwater","Medium","260700","707300","Not in a management area","Central","Invicta Trout Ltd","Tiger trout, Rainbow Trout, N/A, Common carp (inc. koi & mirror), Brown Trout and sea trout"
"SS0451","15-Oct-1997","Troustan","NS071773","Argyll and Bute","Yes","The Point Ardtaraig Estate","Loch Striven","Argyll","PA23 8RG","","Shellfish","Seawater","Low","207100","677300","19b - Kyles of Bute","Strathclyde","Loch Striven Mussel Farms Ltd","N/A, Common mussel"
"FS0617","23-May-1990","Tuath","NM419414","Argyll and Bute","Yes","N/A","","","","","Fish","Seawater","Medium","141900","741400","16a - Tuath, na Keal","Strathclyde","Bakkafrost Scotland","Lumpsucker, N/A, Atlantic Salmon, Wrasse"
"SS0962","19-May-2022","Tur Ness","HU287762","Shetland","New","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","428700","1176200","4c - N St Magnus Bay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS0451","01-Aug-1995","Turness","HU611993","Shetland","Yes","Uyeasound","Unst","","ZE2 9DL","","Fish","Seawater","Medium","461100","1199300","1b - S Unst, E Yell, Fetlar","Shetland","Cooke Aquaculture Scotland Ltd","Lumpsucker, N/A, Atlantic Salmon"
"SS0147","16-Dec-1985","Udale Bay (Cromarty Bay)","NH750673","Highland","Yes","Udale Bay,","Cromarty Firth,","Ross-shire","-","","Shellfish","Seawater","High","275000","867300","Not in a management area","Highland","Cromarty Mussels","Flat or native oyster, Common mussel, N/A"
"FS0881","26-Aug-1996","Uig","NG384624","Highland","Yes","Shore Base","Uig","Skye","IV51 9XX","","Fish","Seawater","Low","138400","862400","12a - Snizort","Highland","Loch Duart Ltd","Lumpsucker, Wrasse, N/A, Atlantic Salmon"
"FS1255","06-Oct-2011","Uiskevagh","NF859510","Western Isles","Yes","Kallin Shorebase","Grimsay","North Uist","HS6 5HY","","Fish","Seawater","Medium","85900","851000","7a - Ronay, Benbecula, N South Uist","Western Isles","Bakkafrost Scotland","Wrasse, Atlantic Salmon, N/A, Lumpsucker"
"FS1090","29-Nov-2005","University of Edinburgh Fish Facility","NT289704","City of Edinburgh","No","The Queens Medical Research Institute","47 Little France Crescent","","EH16 4TJ","","Fish","Freshwater","Low","328900","670400","Not in a management area","Lothian","Edinburgh University","N/A, Zebrafish"
"FS1134","07-Jan-2010","Upper Avon Angling Club Hatchery","NS662387","South Lanarkshire","No","2 George Allan Place","","","ML10 6EH","","Fish","Freshwater","Low","266200","638700","Not in a management area","Strathclyde","Upper Avon Angling Association","N/A, Brown Trout and sea trout"
"SS0345","29-Jan-1990","Upper Loch Leven","NN147616","Highland","Yes","Loch Leven","Lochaber","Argyll","-","","Shellfish","Seawater","Low","214700","761600","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Glencoe Shellfish","N/A, Common mussel"
"FS0194","14-Dec-1984","Upper Loch Tormasad","NF827652","Western Isles","No","Langass Hatchery","Lochmaddy","Isle of North Uist, Western Isles","HS6 5HA","","Fish","Freshwater","Low","82700","865200","Not in a management area","Western Isles","Bakkafrost Scotland","Atlantic Salmon, Brown Trout and sea trout, N/A"
"FS0382","01-Mar-1989","Uyea Isle","HP594003","Shetland","Yes","Uyeasound","Unst","","ZE2 9DL","","Fish","Seawater","Medium","459400","1200300","1b - S Unst, E Yell, Fetlar","Shetland","Cooke Aquaculture Scotland Ltd","Lumpsucker, Atlantic Salmon, N/A"
"SS0715","26-Jul-2004","Uyeasound, Vementry","HU307602","Shetland","Yes","Vementry","Aith, Bixter","","ZE2 9ND","","Shellfish","Seawater","Medium","430700","1160200","4a - South St Magnus Bay","Shetland","Vementry Aquaculture","Common mussel, N/A"
"FS1091","30-Nov-2005","Vacasay","NB193361","Western Isles","Yes","Breasclete Pier","Breasclete","","HS2 9ED","","Fish","Seawater","Medium","119300","936100","6a - Loch Roag","Western Isles","Bakkafrost Scotland","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0480","25-May-1993","Vaccasay","NF983745","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","98300","874500","","Western Isles","Mowi Scotland Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"FS1057","17-Mar-2003","Vee Taing","HU595989","Shetland","Yes","Uyeasound","Unst","","ZE2 9DL","","Fish","Seawater","Low","459500","1198900","1b - S Unst, E Yell, Fetlar","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker"
"FS1210","03-Nov-2010","Vestness","HY480493","Orkney","Yes","Unit 3 Quarry Road","Pierowall Westray","","KW17 2DH","","Fish","Seawater","Medium","348000","1049300","8a - Westray","Orkney","Cooke Aquaculture Scotland Ltd","N/A, Lumpsucker, Atlantic Salmon"
"FS0732","26-Nov-1987","Vidlin Ness","HU481662","Shetland","No","N/A","","","","","Fish","Seawater","Medium","448100","1166200","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0608","05-Jul-1995","Vidlin North","HU485676","Shetland","Yes","c/o Blackness Pier","Scalloway","","ZE1 0TQ","","Fish","Seawater","Medium","448500","1167600","2a - Vidlin Voe, Dury Voe, W Whalsay","Shetland","Scottish Sea Farms Ltd","N/A, Wrasse, Lumpsucker, Atlantic Salmon"
"FS0109","26-Nov-1987","Vidlin Voe - Site 1","HU483658","Shetland","No","N/A","","","","","Fish","Seawater","","448300","1165800","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
